home_team,away_team,toss_won,decision,winner,venue_name,home_captain,away_captain,reserve_umpire,away_team_win_percentage,home_playx1_1,home_playx1_2,home_playx1_3,home_playx1_4,home_playx1_5,home_playx1_6,home_playx1_7,home_playx1_8,home_playx1_9,home_playx1_10,home_playx1_11,away_playx1_1,away_playx1_2,away_playx1_3,away_playx1_4,away_playx1_5,away_playx1_6,away_playx1_7,away_playx1_8,away_playx1_9,away_playx1_10,away_playx1_11,home_key_batsman_1,home_key_batsman_2,home_key_bowler_1,home_key_bowler_2,away_key_batsman_1,away_key_batsman_2,away_key_bowler_1,away_key_bowler_2
KKR,RR,12,1,4,8,Eoin Morgan,Steven Smith,61,12,Shubman Gill (BT),Nitish Rana (BT),Rahul Tripathi (BT),Sunil Narine (AR),Eoin Morgan (BT),Dinesh Karthik (WK),Andre Russell (AR),Pat Cummins (BL),Kamlesh Nagarkoti (BL),Shivam Mavi (AR),Varun Chakravarthy (BL),Robin Uthappa (BT),Ben Stokes (AR),Steven Smith (BT),Sanju Samson (WK),Jos Buttler (BT),Riyan Parag (BT),Rahul Tewatia (BL),Shreyas Gopal (AR),Jofra Archer (BL),Kartik Tyagi (BL),Varun Aaron (BL),Eoin Morgan,Rahul Tripathi,Pat Cummins,Shivam Mavi,Jos Buttler,Rahul Tewatia,Rahul Tewatia,Kartik Tyagi
DC,RCB,1,1,1,29,Shreyas Iyer,Virat Kohli,31,50,Prithvi Shaw (BT),Shikhar Dhawan (BT),Ajinkya Rahane (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Marcus Stoinis (BT),Axar Patel (AR),Daniel Sams (AR),Ravichandran Ashwin (AR),Kagiso Rabada (BL),Anrich Nortje (BL),Josh Philippe (BT),Devdutt Padikkal (BT),Virat Kohli (BT),AB de Villiers (WK),Chris Morris (AR),Shivam Dube (AR),Washington Sundar (AR),Isuru Udana (AR),Shahbaz Ahmed (AR),Mohammed Siraj (BL),Yuzvendra Chahal (BL),Ajinkya Rahane,Shikhar Dhawan,Anrich Nortje,Kagiso Rabada,Devdutt Padikkal,AB de Villiers,Shahbaz Ahmed,Washington Sundar
SRH,MI,13,1,14,28,David Warner,Rohit Sharma,57,35,David Warner (BT),Wriddhiman Saha (WK),Manish Pandey (BT),Kane Williamson (BT),Priyam Garg (BT),Jason Holder (AR),Abdul Samad (BT),Rashid Khan (BL),Shahbaz Nadeem (BL),Sandeep Sharma (BL),T Natarajan (BL),Rohit Sharma (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Ishan Kishan (BT),Krunal Pandya (AR),Saurabh Tiwary (BT),Kieron Pollard (AR),Nathan Coulter-Nile (BL),James Pattinson (BL),Dhawal Kulkarni (BL),Rahul Chahar (BL),David Warner,Wriddhiman Saha,Sandeep Sharma,Shahbaz Nadeem,Kieron Pollard,Suryakumar Yadav,Nathan Coulter-Nile,Dhawal Kulkarni
DC,MI,1,1,8,8,Shreyas Iyer,Rohit Sharma,4,19,Prithvi Shaw (BT),Shikhar Dhawan (BT),Ajinkya Rahane (BT),Shreyas Iyer (BT),Marcus Stoinis (BT),Rishabh Pant (WK),Axar Patel (AR),Daniel Sams (AR),Kagiso Rabada (BL),Anrich Nortje (BL),Ravichandran Ashwin (AR),Quinton de Kock (WK),Rohit Sharma (BT),Suryakumar Yadav (BT),Ishan Kishan (BT),Kieron Pollard (AR),Krunal Pandya (AR),Hardik Pandya (AR),Nathan Coulter-Nile (BL),Trent Boult (BL),Rahul Chahar (BL),Jasprit Bumrah (BL),Marcus Stoinis,Axar Patel,Ravichandran Ashwin,Marcus Stoinis,Ishan Kishan,Suryakumar Yadav,Jasprit Bumrah,Trent Boult
RCB,SRH,13,1,14,29,Virat Kohli,David Warner,8,19,Virat Kohli (BT),Devdutt Padikkal (BT),Aaron Finch (BT),AB de Villiers (WK),Moeen Ali (AR),Shivam Dube (AR),Washington Sundar (AR),Navdeep Saini (BL),Mohammed Siraj (BL),Yuzvendra Chahal (BL),Adam Zampa (BL),David Warner (BT),Shreevats Goswami (WK),Manish Pandey (BT),Kane Williamson (BT),Priyam Garg (BT),Jason Holder (AR),Abdul Samad (BT),Rashid Khan (BL),Shahbaz Nadeem (BL),Sandeep Sharma (BL),T Natarajan (BL),AB de Villiers,Aaron Finch,Mohammed Siraj,Adam Zampa,Kane Williamson,Jason Holder,Jason Holder,T Natarajan
DC,SRH,1,0,1,29,Shreyas Iyer,David Warner,59,43,Marcus Stoinis (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Shimron Hetmyer (BT),Rishabh Pant (WK),Ajinkya Rahane (BT),Praveen Dubey (BL),Axar Patel (AR),Ravichandran Ashwin (AR),Kagiso Rabada (BL),Anrich Nortje (BL),Priyam Garg (BT),David Warner (BT),Manish Pandey (BT),Kane Williamson (BT),Jason Holder (AR),Abdul Samad (BT),Rashid Khan (BL),Shreevats Goswami (WK),Shahbaz Nadeem (BL),Sandeep Sharma (BL),T Natarajan (BL),Shikhar Dhawan,Shimron Hetmyer,Kagiso Rabada,Marcus Stoinis,Kane Williamson,Abdul Samad,Rashid Khan,Sandeep Sharma
DC,MI,1,0,8,8,Shreyas Iyer,Rohit Sharma,14,23,Marcus Stoinis (BT),Shikhar Dhawan (BT),Ajinkya Rahane (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Shimron Hetmyer (BT),Axar Patel (AR),Kagiso Rabada (BL),Praveen Dubey (BL),Ravichandran Ashwin (AR),Anrich Nortje (BL),Rohit Sharma (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Ishan Kishan (BT),Kieron Pollard (AR),Hardik Pandya (AR),Krunal Pandya (AR),Jayant Yadav (BL),Nathan Coulter-Nile (BL),Trent Boult (BL),Jasprit Bumrah (BL),Shreyas Iyer,Rishabh Pant,Anrich Nortje,Marcus Stoinis,Rohit Sharma,Ishan Kishan,Trent Boult,Nathan Coulter-Nile
CSK,RCB,0,1,0,16,MS Dhoni,Virat Kohli,41,12,Shane Watson (AR),Ambati Rayudu (BT),Suresh Raina (BT),Kedar Jadhav (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Dwayne Bravo (AR),Deepak Chahar (BL),Shardul Thakur (BL),Harbhajan Singh (BL),Imran Tahir (BL),Virat Kohli (BT),Parthiv Patel (WK),Moeen Ali (AR),AB de Villiers (BT),Shimron Hetmyer (BT),Shivam Dube (AR),Colin de Grandhomme (AR),Navdeep Saini (BL),Yuzvendra Chahal (BL),Umesh Yadav (BL),Mohammed Siraj (BL),Ambati Rayudu,Suresh Raina,Imran Tahir,Harbhajan Singh,Parthiv Patel,AB de Villiers,Yuzvendra Chahal,Mohammed Siraj
KKR,SRH,4,1,4,9,Dinesh Karthik,Bhuvneshwar Kumar,39,12,Chris Lynn (BT),Nitish Rana (BT),Robin Uthappa (BT),Dinesh Karthik (WK),Andre Russell (AR),Shubman Gill (BT),Sunil Narine (AR),Piyush Chawla (AR),Kuldeep Yadav (BL),Lockie Ferguson (BL),Prasidh Krishna (BL),David Warner (BT),Jonny Bairstow (WK),Vijay Shankar (AR),Yusuf Pathan (AR),Manish Pandey (BT),Deepak Hooda (AR),Shakib Al Hasan (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Sandeep Sharma (BL),Siddarth Kaul (BL),Nitish Rana,Andre Russell,Andre Russell,Piyush Chawla,David Warner,Vijay Shankar,Rashid Khan,Siddarth Kaul
MI,DC,8,1,1,34,Rohit Sharma,Shreyas Iyer,6,8,Rohit Sharma (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Yuvraj Singh (BT),Kieron Pollard (AR),Hardik Pandya (AR),Krunal Pandya (AR),Ben Cutting (AR),Mitchell McClenaghan (BL),Rasikh Salam (BL),Jasprit Bumrah (BL),Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Colin Ingram (BT),Rishabh Pant (WK),Keemo Paul (AR),Axar Patel (AR),Rahul Tewatia (BL),Kagiso Rabada (BL),Trent Boult (BL),Ishant Sharma (BL),Yuvraj Singh,Krunal Pandya,Mitchell McClenaghan,Ben Cutting,Rishabh Pant,Colin Ingram,Kagiso Rabada,Ishant Sharma
RR,KXIP,12,1,5,26,Ajinkya Rahane,Ravichandran Ashwin,19,15,Ajinkya Rahane (BT),Jos Buttler (WK),Sanju Samson (BT),Steven Smith (BT),Ben Stokes (AR),Rahul Tripathi (BT),Krishnappa Gowtham (AR),Jofra Archer (AR),Jaydev Unadkat (BL),Shreyas Gopal (AR),Dhawal Kulkarni (BL),KL Rahul (BT),Chris Gayle (AR),Mayank Agarwal (BT),Sarfaraz Khan (BT),Nicholas Pooran (WK),Mandeep Singh (AR),Sam Curran (AR),Ravichandran Ashwin (AR),Mohammed Shami (BL),Mujeeb Ur Rahman (BL),Ankit Rajpoot (BL),Jos Buttler,Sanju Samson,Ben Stokes,Dhawal Kulkarni,Chris Gayle,Sarfaraz Khan,Mujeeb Ur Rahman,Ankit Rajpoot
DC,CSK,1,0,0,0,Shreyas Iyer,MS Dhoni,41,39,Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Colin Ingram (BT),Keemo Paul (AR),Axar Patel (AR),Rahul Tewatia (BL),Kagiso Rabada (BL),Ishant Sharma (BL),Amit Mishra (BL),Shane Watson (AR),Ambati Rayudu (BT),Suresh Raina (BT),Kedar Jadhav (AR),MS Dhoni (WK),Dwayne Bravo (AR),Ravindra Jadeja (AR),Deepak Chahar (BL),Shardul Thakur (BL),Harbhajan Singh (BL),Imran Tahir (BL),Shikhar Dhawan,Rishabh Pant,Amit Mishra,Kagiso Rabada,Shane Watson,MS Dhoni,Dwayne Bravo,Deepak Chahar
KKR,KXIP,5,1,4,9,Dinesh Karthik,Ravichandran Ashwin,39,20,Chris Lynn (BT),Sunil Narine (AR),Robin Uthappa (BT),Nitish Rana (BT),Andre Russell (AR),Dinesh Karthik (WK),Shubman Gill (BT),Piyush Chawla (AR),Kuldeep Yadav (BL),Prasidh Krishna (BL),Lockie Ferguson (BL),KL Rahul (WK),Chris Gayle (AR),Mayank Agarwal (BT),Sarfaraz Khan (BT),David Miller (BT),Mandeep Singh (AR),Ravichandran Ashwin (AR),Hardus Viljoen (BL),Varun Chakravarthy (BL),Mohammed Shami (BL),Andrew Tye (BL),Robin Uthappa,Nitish Rana,Andre Russell,Piyush Chawla,David Miller,Mayank Agarwal,Hardus Viljoen,Varun Chakravarthy
RCB,MI,10,1,8,15,Virat Kohli,Rohit Sharma,6,46,Parthiv Patel (WK),Moeen Ali (AR),Virat Kohli (BT),AB de Villiers (BT),Shimron Hetmyer (BT),Colin de Grandhomme (AR),Shivam Dube (AR),Navdeep Saini (BL),Yuzvendra Chahal (BL),Umesh Yadav (BL),Mohammed Siraj (BL),Quinton de Kock (WK),Rohit Sharma (BT),Suryakumar Yadav (BT),Yuvraj Singh (BT),Kieron Pollard (AR),Krunal Pandya (AR),Hardik Pandya (AR),Mitchell McClenaghan (BL),Mayank Markande (BL),Jasprit Bumrah (BL),Lasith Malinga (BL),AB de Villiers,Virat Kohli,Yuzvendra Chahal,Umesh Yadav,Rohit Sharma,Suryakumar Yadav,Jasprit Bumrah,Mayank Markande
SRH,RR,12,0,14,23,Kane Williamson,Ajinkya Rahane,19,42,David Warner (BT),Jonny Bairstow (WK),Kane Williamson (BT),Vijay Shankar (AR),Manish Pandey (BT),Yusuf Pathan (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Sandeep Sharma (BL),Siddarth Kaul (BL),Shahbaz Nadeem (BL),Ajinkya Rahane (BT),Jos Buttler (WK),Sanju Samson (BT),Ben Stokes (AR),Steven Smith (BT),Rahul Tripathi (BT),Krishnappa Gowtham (AR),Jofra Archer (AR),Jaydev Unadkat (BL),Shreyas Gopal (AR),Dhawal Kulkarni (BL),David Warner,Jonny Bairstow,Rashid Khan,Shahbaz Nadeem,Sanju Samson,Ajinkya Rahane,Shreyas Gopal,Jaydev Unadkat
KXIP,MI,5,1,5,22,Ravichandran Ashwin,Rohit Sharma,39,40,KL Rahul (WK),Chris Gayle (AR),Mayank Agarwal (BT),David Miller (BT),Sarfaraz Khan (BT),Mandeep Singh (AR),Ravichandran Ashwin (AR),Hardus Viljoen (BL),Murugan Ashwin (BL),Mohammed Shami (BL),Andrew Tye (BL),Rohit Sharma (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Yuvraj Singh (BT),Kieron Pollard (AR),Hardik Pandya (AR),Krunal Pandya (AR),Mitchell McClenaghan (BL),Mayank Markande (BL),Lasith Malinga (BL),Jasprit Bumrah (BL),KL Rahul,Mayank Agarwal,Murugan Ashwin,Hardus Viljoen,Quinton de Kock,Rohit Sharma,Krunal Pandya,Jasprit Bumrah
DC,KKR,1,1,1,0,Shreyas Iyer,Dinesh Karthik,41,35,Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Colin Ingram (BT),Hanuma Vihari (AR),Harshal Patel (BL),Chris Morris (AR),Amit Mishra (BL),Sandeep Lamichhane (BL),Kagiso Rabada (BL),Nikhil Naik (BT),Chris Lynn (BT),Robin Uthappa (BT),Nitish Rana (BT),Dinesh Karthik (WK),Shubman Gill (BT),Andre Russell (AR),Piyush Chawla (AR),Kuldeep Yadav (BL),Prasidh Krishna (BL),Lockie Ferguson (BL),Prithvi Shaw,Shreyas Iyer,Harshal Patel,Sandeep Lamichhane,Andre Russell,Dinesh Karthik,Kuldeep Yadav,Andre Russell
SRH,RCB,10,1,14,23,Bhuvneshwar Kumar,Virat Kohli,19,12,Jonny Bairstow (WK),David Warner (BT),Vijay Shankar (AR),Yusuf Pathan (AR),Manish Pandey (BT),Deepak Hooda (AR),Mohammad Nabi (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Sandeep Sharma (BL),Siddarth Kaul (BL),Parthiv Patel (WK),Shimron Hetmyer (BT),Virat Kohli (BT),AB de Villiers (BT),Moeen Ali (AR),Shivam Dube (AR),Colin de Grandhomme (AR),Prayas Ray Barman (BL),Umesh Yadav (BL),Mohammed Siraj (BL),Yuzvendra Chahal (BL),Jonny Bairstow,David Warner,Mohammad Nabi,Sandeep Sharma,Colin de Grandhomme,Prayas Ray Barman,Yuzvendra Chahal,Mohammed Siraj
CSK,RR,12,1,0,16,MS Dhoni,Ajinkya Rahane,6,7,Ambati Rayudu (BT),Shane Watson (AR),Suresh Raina (BT),Kedar Jadhav (AR),MS Dhoni (WK),Dwayne Bravo (AR),Ravindra Jadeja (AR),Deepak Chahar (BL),Shardul Thakur (BL),Mitchell Santner (AR),Imran Tahir (BL),Ajinkya Rahane (BT),Jos Buttler (WK),Sanju Samson (BT),Rahul Tripathi (BT),Steven Smith (BT),Ben Stokes (AR),Krishnappa Gowtham (AR),Jofra Archer (AR),Shreyas Gopal (AR),Jaydev Unadkat (BL),Dhawal Kulkarni (BL),MS Dhoni,Suresh Raina,Deepak Chahar,Imran Tahir,Ben Stokes,Rahul Tripathi,Jofra Archer,Ben Stokes
KXIP,DC,1,1,5,22,Ravichandran Ashwin,Shreyas Iyer,39,16,KL Rahul (WK),Sam Curran (AR),Mayank Agarwal (BT),Sarfaraz Khan (BT),David Miller (BT),Mandeep Singh (AR),Hardus Viljoen (BL),Ravichandran Ashwin (AR),Murugan Ashwin (BL),Mohammed Shami (BL),Mujeeb Ur Rahman (BL),Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Colin Ingram (BT),Chris Morris (AR),Hanuma Vihari (AR),Harshal Patel (BL),Kagiso Rabada (BL),Avesh Khan (BL),Sandeep Lamichhane (BL),David Miller,Sarfaraz Khan,Sam Curran,Mohammed Shami,Rishabh Pant,Colin Ingram,Chris Morris,Sandeep Lamichhane
RR,RCB,12,1,13,26,Ajinkya Rahane,Virat Kohli,41,37,Ajinkya Rahane (BT),Jos Buttler (WK),Steven Smith (BT),Rahul Tripathi (BT),Ben Stokes (AR),Stuart Binny (AR),Krishnappa Gowtham (AR),Jofra Archer (AR),Shreyas Gopal (AR),Varun Aaron (BL),Dhawal Kulkarni (BL),Virat Kohli (BT),Parthiv Patel (WK),AB de Villiers (BT),Shimron Hetmyer (BT),Marcus Stoinis (BT),Moeen Ali (AR),Akshdeep Nath (BT),Umesh Yadav (BL),Navdeep Saini (BL),Yuzvendra Chahal (BL),Mohammed Siraj (BL),Jos Buttler,Steven Smith,Shreyas Gopal,Jofra Archer,Parthiv Patel,Marcus Stoinis,Yuzvendra Chahal,Mohammed Siraj
MI,CSK,0,1,8,34,Rohit Sharma,MS Dhoni,6,33,Quinton de Kock (WK),Rohit Sharma (BT),Suryakumar Yadav (BT),Yuvraj Singh (BT),Krunal Pandya (AR),Hardik Pandya (AR),Kieron Pollard (AR),Jason Behrendorff (BL),Rahul Chahar (BL),Lasith Malinga (BL),Jasprit Bumrah (BL),Shane Watson (AR),Ambati Rayudu (BT),Suresh Raina (BT),Kedar Jadhav (AR),MS Dhoni (WK),Ravindra Jadeja (AR),Dwayne Bravo (AR),Deepak Chahar (BL),Shardul Thakur (BL),Mohit Sharma (BL),Imran Tahir (BL),Suryakumar Yadav,Krunal Pandya,Hardik Pandya,Lasith Malinga,Kedar Jadhav,Suresh Raina,Ravindra Jadeja,Deepak Chahar
DC,SRH,13,1,14,0,Shreyas Iyer,Bhuvneshwar Kumar,19,42,Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Rahul Tewatia (BL),Colin Ingram (BT),Chris Morris (AR),Axar Patel (AR),Kagiso Rabada (BL),Ishant Sharma (BL),Sandeep Lamichhane (BL),David Warner (BT),Jonny Bairstow (WK),Vijay Shankar (AR),Manish Pandey (BT),Deepak Hooda (AR),Yusuf Pathan (AR),Mohammad Nabi (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Sandeep Sharma (BL),Siddarth Kaul (BL),Shreyas Iyer,Axar Patel,Rahul Tewatia,Ishant Sharma,Jonny Bairstow,Mohammad Nabi,Mohammad Nabi,Bhuvneshwar Kumar
RCB,KKR,4,1,4,15,Virat Kohli,Dinesh Karthik,39,33,Parthiv Patel (WK),Virat Kohli (BT),AB de Villiers (BT),Marcus Stoinis (BT),Moeen Ali (AR),Akshdeep Nath (BT),Pawan Negi (BL),Navdeep Saini (BL),Tim Southee (BL),Yuzvendra Chahal (BL),Mohammed Siraj (BL),Chris Lynn (BT),Sunil Narine (AR),Robin Uthappa (BT),Nitish Rana (BT),Dinesh Karthik (WK),Andre Russell (AR),Shubman Gill (BT),Piyush Chawla (AR),Kuldeep Yadav (BL),Prasidh Krishna (BL),Lockie Ferguson (BL),Virat Kohli,AB de Villiers,Pawan Negi,Navdeep Saini,Andre Russell,Chris Lynn,Sunil Narine,Nitish Rana
CSK,KXIP,0,0,0,16,MS Dhoni,Ravichandran Ashwin,19,14,Shane Watson (AR),Faf du Plessis (BT),Suresh Raina (BT),MS Dhoni (WK),Ambati Rayudu (BT),Kedar Jadhav (AR),Scott Kuggeleijn (AR),Ravindra Jadeja (AR),Harbhajan Singh (BL),Deepak Chahar (BL),Imran Tahir (BL),KL Rahul (WK),Chris Gayle (AR),Mayank Agarwal (BT),Sarfaraz Khan (BT),David Miller (BT),Mandeep Singh (AR),Sam Curran (AR),Ravichandran Ashwin (AR),Mohammed Shami (BL),Andrew Tye (BL),Murugan Ashwin (BL),Faf du Plessis,MS Dhoni,Harbhajan Singh,Scott Kuggeleijn,Sarfaraz Khan,KL Rahul,Ravichandran Ashwin,Murugan Ashwin
SRH,MI,13,1,8,23,Bhuvneshwar Kumar,Rohit Sharma,41,33,David Warner (BT),Jonny Bairstow (WK),Vijay Shankar (AR),Manish Pandey (BT),Deepak Hooda (AR),Yusuf Pathan (AR),Mohammad Nabi (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Siddarth Kaul (BL),Sandeep Sharma (BL),Rohit Sharma (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Ishan Kishan (BT),Krunal Pandya (AR),Kieron Pollard (AR),Hardik Pandya (AR),Rahul Chahar (BL),Alzarri Joseph (BL),Jason Behrendorff (BL),Jasprit Bumrah (BL),Deepak Hooda,Jonny Bairstow,Siddarth Kaul,Mohammad Nabi,Kieron Pollard,Quinton de Kock,Alzarri Joseph,Rahul Chahar
RCB,DC,1,1,1,15,Virat Kohli,Shreyas Iyer,6,20,Parthiv Patel (WK),Virat Kohli (BT),AB de Villiers (BT),Marcus Stoinis (BT),Moeen Ali (AR),Akshdeep Nath (BT),Pawan Negi (BL),Tim Southee (BL),Mohammed Siraj (BL),Yuzvendra Chahal (BL),Navdeep Saini (BL),Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Colin Ingram (BT),Rishabh Pant (WK),Chris Morris (AR),Axar Patel (AR),Rahul Tewatia (BL),Kagiso Rabada (BL),Ishant Sharma (BL),Sandeep Lamichhane (BL),Virat Kohli,Moeen Ali,Navdeep Saini,Mohammed Siraj,Shreyas Iyer,Prithvi Shaw,Kagiso Rabada,Chris Morris
RR,KKR,4,1,4,26,Ajinkya Rahane,Dinesh Karthik,39,12,Ajinkya Rahane (BT),Jos Buttler (WK),Steven Smith (BT),Rahul Tripathi (BT),Ben Stokes (AR),Prashant Chopra (BT),Krishnappa Gowtham (AR),Jofra Archer (AR),Shreyas Gopal (AR),Sudhesan Midhun (BL),Dhawal Kulkarni (BL),Chris Lynn (BT),Sunil Narine (AR),Robin Uthappa (BT),Shubman Gill (BT),Nitish Rana (BT),Dinesh Karthik (WK),Andre Russell (AR),Piyush Chawla (AR),Kuldeep Yadav (BL),Harry Gurney (BL),Prasidh Krishna (BL),Steven Smith,Jos Buttler,Shreyas Gopal,Ben Stokes,Chris Lynn,Sunil Narine,Harry Gurney,Prasidh Krishna
KXIP,SRH,5,1,5,22,Ravichandran Ashwin,Bhuvneshwar Kumar,41,42,KL Rahul (WK),Chris Gayle (AR),Mayank Agarwal (BT),David Miller (BT),Mandeep Singh (AR),Sam Curran (AR),Sarfaraz Khan (BT),Ravichandran Ashwin (AR),Mohammed Shami (BL),Mujeeb Ur Rahman (BL),Ankit Rajpoot (BL),David Warner (BT),Jonny Bairstow (WK),Vijay Shankar (AR),Mohammad Nabi (AR),Manish Pandey (BT),Deepak Hooda (AR),Yusuf Pathan (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Siddarth Kaul (BL),Sandeep Sharma (BL),KL Rahul,Mayank Agarwal,Mohammed Shami,Ravichandran Ashwin,David Warner,Vijay Shankar,Sandeep Sharma,Rashid Khan
CSK,KKR,0,1,0,16,MS Dhoni,Dinesh Karthik,19,20,Shane Watson (AR),Faf du Plessis (BT),Suresh Raina (BT),Ambati Rayudu (BT),Kedar Jadhav (AR),MS Dhoni (WK),Scott Kuggeleijn (AR),Ravindra Jadeja (AR),Harbhajan Singh (BL),Deepak Chahar (BL),Imran Tahir (BL),Chris Lynn (BT),Sunil Narine (AR),Robin Uthappa (BT),Nitish Rana (BT),Dinesh Karthik (WK),Shubman Gill (BT),Andre Russell (AR),Piyush Chawla (AR),Kuldeep Yadav (BL),Prasidh Krishna (BL),Harry Gurney (BL),Faf du Plessis,Ambati Rayudu,Deepak Chahar,Harbhajan Singh,Andre Russell,Dinesh Karthik,Sunil Narine,Piyush Chawla
MI,KXIP,8,1,8,34,Kieron Pollard,Ravichandran Ashwin,18,33,Quinton de Kock (WK),Siddhesh Lad (BT),Suryakumar Yadav (BT),Kieron Pollard (AR),Ishan Kishan (BT),Hardik Pandya (AR),Krunal Pandya (AR),Alzarri Joseph (BL),Rahul Chahar (BL),Jason Behrendorff (BL),Jasprit Bumrah (BL),KL Rahul (WK),Chris Gayle (AR),David Miller (BT),Karun Nair (BT),Sam Curran (AR),Mandeep Singh (AR),Sarfaraz Khan (BT),Hardus Viljoen (BL),Ravichandran Ashwin (AR),Mohammed Shami (BL),Ankit Rajpoot (BL),Kieron Pollard,Quinton de Kock,Hardik Pandya,Jason Behrendorff,KL Rahul,Chris Gayle,Mohammed Shami,Ravichandran Ashwin
RR,CSK,0,1,0,26,Ajinkya Rahane,MS Dhoni,39,21,Ajinkya Rahane (BT),Jos Buttler (WK),Sanju Samson (BT),Steven Smith (BT),Rahul Tripathi (BT),Ben Stokes (AR),Riyan Parag (BT),Jofra Archer (AR),Shreyas Gopal (AR),Jaydev Unadkat (BL),Dhawal Kulkarni (BL),Shane Watson (AR),Faf du Plessis (BT),Suresh Raina (BT),Ambati Rayudu (BT),Kedar Jadhav (AR),MS Dhoni (WK),Ravindra Jadeja (AR),Mitchell Santner (AR),Deepak Chahar (BL),Shardul Thakur (BL),Imran Tahir (BL),Ben Stokes,Jos Buttler,Ben Stokes,Dhawal Kulkarni,MS Dhoni,Ambati Rayudu,Ravindra Jadeja,Deepak Chahar
KKR,DC,1,1,1,9,Dinesh Karthik,Shreyas Iyer,6,10,Joe Denly (BT),Shubman Gill (BT),Robin Uthappa (BT),Nitish Rana (BT),Andre Russell (AR),Dinesh Karthik (WK),Carlos Brathwaite (AR),Piyush Chawla (AR),Kuldeep Yadav (BL),Lockie Ferguson (BL),Prasidh Krishna (BL),Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Colin Ingram (BT),Chris Morris (AR),Axar Patel (AR),Keemo Paul (AR),Rahul Tewatia (BL),Kagiso Rabada (BL),Ishant Sharma (BL),Shubman Gill,Andre Russell,Nitish Rana,Prasidh Krishna,Shikhar Dhawan,Rishabh Pant,Chris Morris,Kagiso Rabada
MI,RR,12,1,13,34,Rohit Sharma,Ajinkya Rahane,29,20,Rohit Sharma (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Kieron Pollard (AR),Hardik Pandya (AR),Ishan Kishan (BT),Krunal Pandya (AR),Alzarri Joseph (BL),Rahul Chahar (BL),Jason Behrendorff (BL),Jasprit Bumrah (BL),Ajinkya Rahane (BT),Jos Buttler (BT),Sanju Samson (WK),Steven Smith (BT),Rahul Tripathi (BT),Liam Livingstone (BT),Shreyas Gopal (AR),Krishnappa Gowtham (AR),Jofra Archer (AR),Jaydev Unadkat (BL),Dhawal Kulkarni (BL),Quinton de Kock,Rohit Sharma,Krunal Pandya,Jasprit Bumrah,Jos Buttler,Ajinkya Rahane,Jofra Archer,Jaydev Unadkat
KXIP,RCB,10,1,11,22,Ravichandran Ashwin,Virat Kohli,19,23,KL Rahul (BT),Chris Gayle (AR),Mayank Agarwal (BT),Sarfaraz Khan (BT),Sam Curran (AR),Mandeep Singh (AR),Nicholas Pooran (WK),Andrew Tye (BL),Ravichandran Ashwin (AR),Mohammed Shami (BL),Murugan Ashwin (BL),Parthiv Patel (WK),Virat Kohli (BT),AB de Villiers (BT),Marcus Stoinis (BT),Moeen Ali (AR),Akshdeep Nath (BT),Pawan Negi (BL),Umesh Yadav (BL),Mohammed Siraj (BL),Yuzvendra Chahal (BL),Navdeep Saini (BL),Chris Gayle,Mandeep Singh,Ravichandran Ashwin,Mohammed Shami,Virat Kohli,AB de Villiers,Yuzvendra Chahal,Moeen Ali
